Week,Department,Model,Weekly_Cost,Weekly_Tokens,Avg_Latency,Cache_Hit_Rate,Success_Rate,Dept_Total_Cost,Dept_Avg_Latency,Dept_Cache_Rate
2025-05-07,Engineering,Claude-3-Opus,8.06,322253,1174.7,0.203,0.968,24.05,799,0.229
2025-11-19,Engineering,Claude-3-Opus,4.77,190776,943.6,0.386,0.962,12.81,729.2,0.362
2025-06-25,Product,GPT-4,8.02,267252,1041,0.313,0.968,12.42,867.6,0.305
2025-07-30,Finance,Claude-3-Opus,1.36,54346,1095.7,0.269,0.959,4.66,1041.2,0.271
2025-06-04,Engineering,Claude-3-Sonnet,1.31,163497,543.2,0.291,0.931,15.89,760.6,0.245
2025-12-03,Customer_Support,Claude-3-Sonnet,1.19,148354,561.8,0.398,0.948,1.83,417.5,0.388
2025-12-10,Engineering,GPT-4,9.82,327176,1366.7,0.459,0.972,17.85,873.6,0.408
2025-02-26,Legal,GPT-4,2.62,87397,1278.9,0.212,0.961,3.96,1220.4,0.208
2025-02-05,Engineering,Llama-3-70B,0.09,89889,311.7,0.151,0.896,17.66,850.9,0.171
2025-07-30,Legal,GPT-4,2.88,96057,1078.9,0.324,0.968,4.5,1096.7,0.29
2025-02-19,Marketing,GPT-3.5-Turbo,0.22,107634,413.8,0.213,0.916,5.01,767.5,0.205
2025-02-19,Engineering,Llama-3-70B,0.09,94236,289.4,0.186,0.886,19.27,842.5,0.185
2025-02-05,Marketing,Claude-3-Sonnet,1.07,133379,515.9,0.143,0.941,4.18,730.7,0.168
2025-08-13,Data_Science,GPT-4,7.95,265101,1041.7,0.251,0.967,13.85,805.6,0.301
2025-07-16,Customer_Support,GPT-3.5-Turbo,0.59,296258,412.7,0.286,0.913,1.9,461.3,0.316
2025-04-30,Customer_Support,GPT-3.5-Turbo,1.01,504442,431.5,0.269,0.912,3.07,473,0.259
2025-02-12,Engineering,GPT-4,10.04,334600,1349.2,0.204,0.972,17.09,865.5,0.175
2025-04-09,Engineering,Claude-3-Sonnet,1.35,168361,639.8,0.216,0.939,18.55,833.5,0.217
2025-12-10,Finance,Gemini-Pro,0.74,37056,1084.2,0.461,0.958,4.69,1202,0.44
2025-11-19,Data_Science,Llama-3-70B,0.2,196152,327.5,0.403,0.894,13.52,880.7,0.378
2025-11-26,Engineering,Llama-3-70B,0.09,90527,263.3,0.335,0.882,19.06,742.4,0.373
2025-11-19,Finance,Gemini-Pro,0.81,40277,1114.8,0.325,0.96,5.42,1091.8,0.344
2025-10-15,Sales,Claude-3-Sonnet,0.46,57888,577.5,0.343,0.943,1.38,615.1,0.354
2025-12-24,Marketing,GPT-3.5-Turbo,0.19,96150,354.1,0.44,0.928,4.23,735.5,0.384
2025-10-01,Product,GPT-4,13.02,434090,1193.8,0.293,0.977,19.83,924,0.31
2025-12-17,Engineering,GPT-4,10.14,338019,1210.4,0.391,0.974,17,800.8,0.422
2025-04-30,Data_Science,Llama-3-70B,0.26,256488,327.5,0.261,0.896,16.52,843.3,0.236
2025-12-10,Product,GPT-4,6.62,220742,1197.6,0.367,0.967,9.6,946.8,0.386
2025-10-15,Engineering,GPT-4,7.96,265256,1192.2,0.39,0.971,14.77,764.8,0.361
2025-02-12,Engineering,Claude-3-Opus,5.73,229001,1231.6,0.15,0.965,17.09,865.5,0.175
2025-05-28,Marketing,Claude-3-Sonnet,0.93,116335,560.3,0.275,0.937,3.28,760.8,0.257
2025-06-25,Product,Claude-3-Opus,4.2,167981,1103.7,0.306,0.961,12.42,867.6,0.305
2025-10-15,Finance,Claude-3-Opus,1.22,48817,956.3,0.415,0.969,4.12,998.9,0.351
2025-07-23,Sales,GPT-3.5-Turbo,0.26,128841,368,0.263,0.92,1.84,701.7,0.274
2025-11-26,Legal,Claude-3-Opus,1.4,55891,1025.6,0.365,0.954,4.01,1180.3,0.335
2025-08-20,Finance,Claude-3-Opus,1.09,43426,982.8,0.335,0.958,3.78,1058,0.318
2025-07-23,Product,GPT-3.5-Turbo,0.2,100835,368.1,0.28,0.921,12.35,952.3,0.297
2025-09-24,Sales,Gemini-Pro,0.86,43242,1139.2,0.396,0.959,1.61,712.1,0.357
2025-02-19,Data_Science,Llama-3-70B,0.26,260204,307.5,0.166,0.893,16.51,918.8,0.172
2025-02-12,Marketing,GPT-4,2.49,82965,1107.1,0.167,0.965,3.61,735,0.178
2025-06-25,Marketing,GPT-3.5-Turbo,0.19,94641,457.1,0.238,0.919,4.17,811.3,0.263
2025-10-01,Finance,Claude-3-Opus,2.63,105200,1108.9,0.343,0.965,9.13,1027.1,0.344
2025-11-26,Product,GPT-4,6.76,225464,1175.6,0.39,0.979,10.08,880.7,0.376
2025-11-05,Customer_Support,GPT-3.5-Turbo,0.74,372256,352.7,0.39,0.923,2.07,401.6,0.358
2025-02-05,Data_Science,GPT-4,9.77,325622,1206.1,0.188,0.97,16.67,897.3,0.177
2025-08-27,Marketing,Claude-3-Sonnet,0.89,110865,577.2,0.356,0.934,3.83,758.3,0.34
2025-07-30,Finance,Gemini-Pro,0.66,32805,872,0.303,0.953,4.66,1041.2,0.271
2025-04-23,Engineering,Claude-3-Opus,7.24,289623,1123.2,0.216,0.951,21.21,802.8,0.219
2025-03-05,Marketing,GPT-3.5-Turbo,0.24,119839,422.3,0.213,0.922,4.92,747.5,0.212
2025-08-06,Marketing,Claude-3-Sonnet,0.82,102454,581.9,0.286,0.94,3.11,730.8,0.3
2025-04-09,Finance,Claude-3-Opus,1.5,59836,952.6,0.254,0.961,5.46,1055.7,0.218
2025-11-12,Finance,Gemini-Pro,0.68,34030,1078.1,0.42,0.949,4.8,1119.3,0.378
2025-08-13,Data_Science,Claude-3-Opus,5.7,227944,1104.4,0.331,0.959,13.85,805.6,0.301
2025-12-24,Engineering,Claude-3-Opus,4.96,198507,1018.6,0.433,0.963,13.36,757,0.457
2025-02-19,Engineering,Claude-3-Opus,6.52,260739,1146.6,0.201,0.959,19.27,842.5,0.185
2025-04-23,Product,Claude-3-Opus,4.26,170250,1098.1,0.236,0.961,13.25,938.2,0.221
2025-12-17,Product,Claude-3-Opus,3.48,139110,1081.1,0.446,0.958,11.13,917,0.437
2025-04-30,Data_Science,Claude-3-Opus,6.65,266017,1136.1,0.26,0.959,16.52,843.3,0.236
2025-01-29,Product,GPT-4,9.84,327986,1148.2,0.165,0.962,14.15,847.4,0.162
2025-01-15,Sales,GPT-3.5-Turbo,0.25,126383,361.2,0.161,0.912,1.9,621.8,0.147
2025-10-01,Data_Science,GPT-4,8.48,282602,1057,0.395,0.961,13.62,848.6,0.395
2025-05-21,Data_Science,Claude-3-Opus,6.55,262104,1212.3,0.275,0.964,17.26,897.4,0.263
2025-12-03,Data_Science,Claude-3-Opus,4.25,169931,1116.8,0.398,0.961,12.22,874.2,0.375
2025-04-23,Engineering,Claude-3-Sonnet,1.5,188104,659.5,0.204,0.938,21.21,802.8,0.219
2025-03-05,Sales,Claude-3-Sonnet,0.82,102128,678.4,0.175,0.941,2.37,687.6,0.187
2025-02-12,Customer_Support,Claude-3-Sonnet,1.91,239023,585.5,0.186,0.949,2.78,400.3,0.186
2025-05-14,Engineering,Llama-3-70B,0.11,109916,260,0.206,0.889,23.83,766.2,0.23
2025-02-12,Finance,Claude-3-Opus,2.2,87989,1014.9,0.158,0.952,6.93,1083.1,0.187
2025-12-17,Finance,Gemini-Pro,0.67,33380,874,0.406,0.946,4.86,1018.3,0.379
2025-02-26,Finance,Claude-3-Opus,1.96,78216,1146.2,0.164,0.958,6.78,1134.4,0.181
2025-05-28,Product,Claude-3-Opus,4.78,191232,1174.4,0.208,0.952,14.78,907.1,0.223
2025-08-27,Product,Claude-3-Opus,2.93,117203,959.9,0.366,0.968,9.56,826.4,0.316
2025-03-05,Marketing,Claude-3-Sonnet,1.39,173874,686.1,0.222,0.937,4.92,747.5,0.212
2025-04-16,Data_Science,Llama-3-70B,0.3,300245,325.5,0.247,0.899,18.73,874.3,0.218
2025-08-06,Legal,Claude-3-Opus,1.54,61598,1083.6,0.298,0.958,3.94,1129.5,0.311
2025-06-18,Customer_Support,Llama-3-70B,0.07,68380,300.1,0.236,0.897,2.25,429.5,0.278
2025-10-22,Engineering,Claude-3-Sonnet,1.14,142176,529.7,0.375,0.939,14.98,788.9,0.376
2025-10-29,Product,Claude-3-Opus,3.77,150675,1171.4,0.345,0.963,11.2,904.6,0.363
2025-08-20,Sales,Gemini-Pro,0.87,43426,986.4,0.341,0.95,1.59,692.8,0.324
2025-04-09,Finance,Gemini-Pro,0.82,40974,964.6,0.225,0.942,5.46,1055.7,0.218
2025-04-23,Legal,GPT-4,3.09,103122,1253.8,0.252,0.961,4.55,1184.4,0.26
2025-11-12,Data_Science,GPT-4,7.97,265582,1163.6,0.341,0.97,13.17,847.2,0.339
2025-05-07,Legal,GPT-4,3.62,120712,1084,0.227,0.969,5.51,1127.5,0.247
2025-05-28,Product,GPT-3.5-Turbo,0.26,129950,344.1,0.257,0.926,14.78,907.1,0.223
2025-04-23,Sales,Claude-3-Sonnet,0.77,95943,561.3,0.204,0.942,2.4,663.4,0.21
2025-06-18,Engineering,Claude-3-Sonnet,1.27,158494,654.3,0.255,0.934,17.49,821.7,0.264
2025-11-05,Marketing,GPT-3.5-Turbo,0.14,71924,369.9,0.291,0.926,3.24,711.2,0.31
2025-04-09,Sales,Gemini-Pro,1.32,65763,1010,0.2,0.943,2.51,672.1,0.223
2025-10-22,Legal,Claude-3-Opus,1.17,46608,1124.4,0.371,0.964,3.17,1151.3,0.365
2025-10-29,Engineering,Claude-3-Sonnet,1.3,162750,524.2,0.424,0.937,17.41,799.7,0.38
2025-05-07,Data_Science,GPT-4,10.32,343945,1234.4,0.271,0.969,17.35,934.7,0.245
2025-05-14,Product,GPT-3.5-Turbo,0.18,89850,430.6,0.265,0.927,9.9,884.6,0.248
2025-06-11,Data_Science,Llama-3-70B,0.21,208888,305.7,0.272,0.884,14.92,886.3,0.247
2025-08-06,Product,GPT-3.5-Turbo,0.19,96440,360.8,0.242,0.92,10.34,903.5,0.286
2025-04-23,Marketing,Claude-3-Sonnet,1.27,158707,592.8,0.268,0.933,5.14,683.2,0.248
2025-11-19,Data_Science,GPT-4,8.59,286389,1360.8,0.42,0.976,13.52,880.7,0.378
2025-09-24,Data_Science,Claude-3-Opus,4.1,163988,1096.6,0.317,0.956,10.86,868.7,0.325
2025-05-14,Product,GPT-4,6.36,211996,1146.4,0.26,0.969,9.9,884.6,0.248
2025-05-28,Customer_Support,Llama-3-70B,0.07,74167,294.5,0.277,0.897,2.72,429.1,0.278
2025-10-08,Marketing,GPT-4,2.17,72277,1232.4,0.301,0.968,3.09,736.2,0.297
2025-08-13,Marketing,GPT-4,2.45,81794,1248.8,0.264,0.961,3.46,735.7,0.283
2025-04-16,Legal,Claude-3-Opus,2,80062,1112.9,0.246,0.966,5.61,1196.6,0.222
2025-08-13,Sales,Claude-3-Sonnet,0.55,69190,513.4,0.327,0.933,1.67,639.6,0.341
2025-12-10,Legal,GPT-4,2.62,87242,1268.7,0.417,0.978,4.2,1253.6,0.406
2025-10-22,Data_Science,Claude-3-Opus,4.54,181408,1132.5,0.314,0.959,12.3,931.4,0.352
2025-05-14,Engineering,Claude-3-Opus,8.66,346397,1163.1,0.238,0.953,23.83,766.2,0.23
2025-05-28,Marketing,GPT-4,2.18,72624,1351.3,0.23,0.966,3.28,760.8,0.257
2025-04-30,Engineering,Claude-3-Sonnet,1.26,157945,545,0.253,0.948,16.1,778.3,0.255
2025-10-22,Customer_Support,Claude-3-Sonnet,1.34,167258,574.7,0.323,0.932,1.97,455.2,0.332
2025-04-16,Product,GPT-4,10.43,347671,1232,0.265,0.972,16.14,915.9,0.222
2025-04-23,Customer_Support,Claude-3-Sonnet,2.17,270884,641.4,0.232,0.939,3.17,445.6,0.237
2025-04-23,Finance,Gemini-Pro,1,49861,918,0.214,0.956,6.2,1064,0.234
2025-09-24,Engineering,GPT-4,18.27,609039,1127.9,0.39,0.965,31.77,826,0.344
2025-04-23,Customer_Support,GPT-3.5-Turbo,0.92,457825,362,0.241,0.913,3.17,445.6,0.237
2025-09-17,Engineering,GPT-4,8.23,274359,1214.1,0.344,0.979,13.78,763.9,0.312
2025-05-28,Sales,Gemini-Pro,1,50216,852.3,0.244,0.954,1.87,661,0.273
2025-09-03,Engineering,Claude-3-Sonnet,1.12,140252,650.7,0.312,0.944,16.44,845.4,0.329
2025-06-18,Customer_Support,GPT-3.5-Turbo,0.73,364587,349.1,0.308,0.918,2.25,429.5,0.278
2025-04-23,Data_Science,Llama-3-70B,0.21,207946,300.7,0.219,0.883,13.8,864.6,0.23
2025-06-18,Marketing,GPT-4,2.55,85104,1068.4,0.315,0.969,3.66,675,0.292
2025-05-28,Sales,Claude-3-Sonnet,0.61,76225,672.4,0.29,0.939,1.87,661,0.273
2025-06-11,Customer_Support,GPT-3.5-Turbo,1,500176,388.3,0.249,0.915,2.98,433.7,0.255
2025-05-28,Finance,GPT-4,2.43,81064,1216.3,0.215,0.968,4.49,1113.1,0.268
2025-05-28,Legal,Claude-3-Opus,2.1,84049,1093.4,0.289,0.967,5.86,1159.1,0.267
2025-11-26,Customer_Support,Llama-3-70B,0.06,60580,306.9,0.356,0.892,2.16,434.8,0.368
2025-07-23,Data_Science,Llama-3-70B,0.17,170478,294.3,0.236,0.882,12.88,813.4,0.282
2025-08-20,Marketing,GPT-3.5-Turbo,0.14,71989,364.6,0.31,0.919,2.99,738.9,0.314
2025-08-27,Finance,Gemini-Pro,0.55,27552,1078.6,0.277,0.942,3.88,1080.6,0.295
2025-07-02,Marketing,Claude-3-Sonnet,1.12,139740,589.9,0.236,0.934,4.34,719.3,0.251
2025-06-04,Product,GPT-3.5-Turbo,0.24,121292,446.4,0.25,0.916,14.56,912.1,0.269
2025-08-27,Data_Science,Llama-3-70B,0.21,211150,289.5,0.266,0.899,12.33,905.9,0.285
2025-04-30,Product,GPT-4,9.12,304153,1355.4,0.205,0.962,13.42,1006.3,0.202
2025-10-08,Data_Science,Llama-3-70B,0.16,159748,298.1,0.291,0.892,10.79,868.7,0.31
2025-12-17,Marketing,GPT-4,2.78,92700,1090.6,0.35,0.972,3.87,695,0.368
2025-04-23,Legal,Claude-3-Opus,1.45,58123,1115.1,0.268,0.969,4.55,1184.4,0.26
2025-06-04,Customer_Support,Llama-3-70B,0.06,57628,320.8,0.264,0.89,2.04,466.2,0.252
2025-08-27,Customer_Support,GPT-3.5-Turbo,0.64,321924,427.2,0.345,0.918,1.96,423.4,0.314
2025-08-20,Engineering,Claude-3-Sonnet,1.01,126124,670.2,0.299,0.944,12.34,802.5,0.27
2025-06-11,Customer_Support,Llama-3-70B,0.08,78586,337.4,0.209,0.898,2.98,433.7,0.255
2025-12-10,Finance,Claude-3-Opus,1.29,51778,1162.1,0.428,0.968,4.69,1202,0.44
2025-12-03,Customer_Support,GPT-3.5-Turbo,0.59,296368,394,0.426,0.922,1.83,417.5,0.388
2025-04-30,Legal,Claude-3-Opus,2.09,83799,1099.5,0.264,0.961,5.63,1063.8,0.247
2025-04-30,Product,Claude-3-Opus,4.08,163197,1242.9,0.193,0.953,13.42,1006.3,0.202
2025-12-03,Marketing,GPT-4,2.54,84822,1064.2,0.399,0.972,3.73,665.5,0.408
2025-08-20,Product,GPT-3.5-Turbo,0.18,87506,425.7,0.268,0.925,10.06,872.5,0.292
2025-10-15,Engineering,Claude-3-Opus,5.58,223112,945,0.333,0.957,14.77,764.8,0.361
2025-12-10,Finance,GPT-4,2.65,88388,1359.6,0.431,0.978,4.69,1202,0.44
2025-09-03,Engineering,Claude-3-Opus,6.3,252136,1021.8,0.295,0.957,16.44,845.4,0.329
2025-11-05,Engineering,Claude-3-Sonnet,1.29,160750,620.4,0.403,0.933,16.84,781.6,0.37
2025-06-11,Product,Claude-3-Opus,4.3,171830,1011.8,0.311,0.952,12.62,876.7,0.256
2025-06-04,Engineering,Claude-3-Opus,5.34,213573,1171.6,0.209,0.96,15.89,760.6,0.245
2025-10-01,Engineering,Claude-3-Sonnet,1.86,232154,604,0.362,0.947,24.22,844.3,0.327
2025-12-03,Sales,Gemini-Pro,0.86,42887,1104.6,0.449,0.942,1.54,704.4,0.377
2025-10-22,Legal,GPT-4,2,66755,1178.3,0.358,0.976,3.17,1151.3,0.365
2025-11-12,Finance,Claude-3-Opus,1.47,58895,1115.9,0.319,0.962,4.8,1119.3,0.378
2025-06-04,Sales,Claude-3-Sonnet,0.6,74728,651.1,0.281,0.942,1.99,636.5,0.235
2025-12-03,Engineering,Claude-3-Sonnet,1.08,135202,545.8,0.348,0.938,14.94,769.7,0.393
2025-06-18,Marketing,Claude-3-Sonnet,0.93,116445,529.3,0.279,0.943,3.66,675,0.292
2025-10-29,Product,GPT-3.5-Turbo,0.18,87635,355.4,0.379,0.925,11.2,904.6,0.363
2025-10-29,Sales,GPT-3.5-Turbo,0.25,124156,379.1,0.307,0.92,1.72,668.7,0.342
2025-11-19,Sales,Claude-3-Sonnet,0.59,74140,585.1,0.428,0.95,1.85,673.4,0.408
2025-10-22,Data_Science,GPT-4,7.59,252987,1360.5,0.397,0.972,12.3,931.4,0.352
2025-10-08,Engineering,Llama-3-70B,0.15,153820,305,0.367,0.886,33.73,771.8,0.379
2025-06-04,Marketing,GPT-4,2.19,73077,1196.6,0.226,0.979,3.16,755.1,0.253
2025-10-08,Marketing,Claude-3-Sonnet,0.78,97371,601.2,0.308,0.938,3.09,736.2,0.297
2025-06-11,Engineering,Claude-3-Sonnet,1.56,194842,682.2,0.236,0.943,19.65,779.5,0.253
2025-10-15,Product,GPT-4,6.15,205125,1336.9,0.392,0.969,9.77,986.9,0.357
2025-10-29,Product,GPT-4,7.26,242060,1187,0.366,0.967,11.2,904.6,0.363
2025-06-04,Finance,Gemini-Pro,0.72,36162,972.5,0.264,0.955,4.96,1115.8,0.253
2025-06-18,Sales,Gemini-Pro,1.11,55446,1032.2,0.254,0.948,2.09,651.7,0.257
2025-06-11,Legal,GPT-4,2.82,93905,1363.1,0.246,0.967,4.27,1245.9,0.244
2025-10-01,Marketing,Claude-3-Sonnet,0.72,89752,616.8,0.296,0.938,2.76,746.6,0.322
2025-06-11,Product,GPT-3.5-Turbo,0.22,110841,459.6,0.217,0.928,12.62,876.7,0.256
2025-10-15,Data_Science,GPT-4,7.82,260644,1138.5,0.377,0.98,12.79,860.8,0.364
2025-06-04,Finance,GPT-4,2.97,99091,1114.7,0.247,0.962,4.96,1115.8,0.253
2025-06-18,Product,GPT-4,9.9,330083,1297.3,0.235,0.975,14.59,983.8,0.273
2025-12-10,Sales,Gemini-Pro,0.8,40208,945.7,0.383,0.959,1.53,647.9,0.431
2025-06-11,Customer_Support,Claude-3-Sonnet,1.9,237084,575.3,0.307,0.949,2.98,433.7,0.255
2025-06-18,Product,Claude-3-Opus,4.45,177868,1203.8,0.302,0.959,14.59,983.8,0.273
2025-10-22,Sales,Gemini-Pro,0.73,36725,1117.5,0.295,0.948,1.39,719.3,0.32
2025-12-10,Engineering,Claude-3-Opus,6.68,267042,1260.3,0.352,0.955,17.85,873.6,0.408
2025-10-08,Customer_Support,Claude-3-Sonnet,0.96,119810,586.3,0.295,0.944,1.46,428.6,0.313
2025-06-11,Finance,Gemini-Pro,0.87,43398,1094.8,0.292,0.957,5.49,1068.9,0.268
2025-06-11,Sales,Claude-3-Sonnet,0.63,78786,630.9,0.244,0.949,2.11,691.9,0.239
2025-05-21,Data_Science,Llama-3-70B,0.26,257703,315.3,0.273,0.895,17.26,897.4,0.263
2025-10-01,Customer_Support,GPT-3.5-Turbo,0.56,281793,396,0.405,0.917,1.79,455.1,0.361
2025-04-30,Sales,GPT-3.5-Turbo,0.28,142025,390.3,0.241,0.912,2.06,687.8,0.234
2025-12-10,Customer_Support,Llama-3-70B,0.06,61310,311.7,0.326,0.899,2.14,416.2,0.403
2025-12-17,Marketing,Claude-3-Sonnet,0.9,112244,573.4,0.358,0.942,3.87,695,0.368
2025-11-05,Engineering,Llama-3-70B,0.07,73051,273.8,0.387,0.889,16.84,781.6,0.37
2025-03-05,Marketing,GPT-4,3.29,109622,1133.9,0.2,0.961,4.92,747.5,0.212
2025-12-17,Product,GPT-4,7.44,247911,1226.1,0.425,0.964,11.13,917,0.437
2025-09-17,Customer_Support,Claude-3-Sonnet,1.18,147353,626.4,0.279,0.931,1.81,448.8,0.28
2025-12-03,Product,GPT-4,6.1,203473,1194.2,0.307,0.964,9.03,889.6,0.353
